order_id,customer_id,order_date,status,region_code
77,35,2024-04-23 15:01:38,SHIPPED,C
78,183,2026-01-26 19:46:29,DELIVERED,N
79,461,2025-03-18 22:40:59,DELIVERED,E
80,79,2025-04-19 20:24:29,DELIVERED,E
81,161,2025-10-27 08:27:25,SHIPPED,W
82,69,2025-03-05 19:22:18,DELIVERED,W
83,397,2025-12-20 00:14:17,DELIVERED,S
84,440,2024-05-07 08:12:02,CANCELLED,S
85,321,2025-02-12 00:00:00,PLACED,N
86,417,2026-02-26 20:58:40,DELIVERED,C
87,283,2024-11-26 12:17:35,CANCELLED,C
88,77,2026-01-03 09:18:39,SHIPPED,C
89,257,2025-03-28 01:14:06,DELIVERED,C
90,435,2024-01-17 10:53:11,RETURNED,S
91,82,2026-03-09 16:24:17,RETURNED,S
92,21,2026-01-21 02:18:49,DELIVERED,N
93,22,2025-02-14 15:56:51,DELIVERED,E
94,233,2025-08-25 21:09:35,PLACED,E
95,267,2024-06-09 08:30:26,SHIPPED,E
96,90,2026-06-17 20:56:36,DELIVERED,C
97,193,2024-04-30 21:59:28,SHIPPED,W
98,177,2025-07-02 04:59:28,DELIVERED,C
99,72,2024-01-11 05:58:46,SHIPPED,C
100,96,2025-03-12 05:20:14,DELIVERED,N
101,170,2024-12-23 19:56:01,DELIVERED,W
102,83,2026-01-14 03:12:12,DELIVERED,S
103,304,2024-03-08 00:32:14,DELIVERED,N
104,86,2026-06-07 23:44:45,SHIPPED,W
105,450,2026-05-25 12:42:22,DELIVERED,E
106,311,2024-05-13 04:56:09,CANCELLED,S
107,308,2024-12-06 18:28:32,DELIVERED,S
108,371,2026-03-04 12:11:14,RETURNED,C
109,194,2026-07-06 11:00:52,PLACED,S
110,259,2026-03-23 00:05:28,CANCELLED,C
111,462,2024-05-29 14:16:16,PLACED,C
112,48,2026-02-20 21:28:22,PLACED,C
113,460,2026-04-17 18:02:19,DELIVERED,W
114,448,2026-03-21 00:00:00,DELIVERED,S
115,196,2026-01-18 22:51:53,CANCELLED,C
116,131,2024-05-31 19:09:01,SHIPPED,N
117,279,2025-03-16 00:56:48,SHIPPED,N
118,267,2026-06-16 00:00:00,DELIVERED,E
119,80,2025-09-27 02:50:57,DELIVERED,E
120,188,2026-04-12 19:26:20,RETURNED,W
121,402,2024-11-12 10:15:00,SHIPPED,C
122,158,2026-05-12 00:35:41,DELIVERED,W
123,338,2024-08-02 11:34:02,SHIPPED,S
124,206,2024-06-04 18:39:28,CANCELLED,C
125,494,2024-03-21 20:40:08,CANCELLED,S
126,223,2026-01-02 17:04:55,SHIPPED,E
127,371,2024-05-04 08:05:51,RETURNED,C
128,494,2026-03-20 08:29:40,RETURNED,S
129,104,2026-02-06 23:23:20,RETURNED,C
130,402,2025-03-20 07:05:44,DELIVERED,S
131,185,2024-09-20 06:46:48,PLACED,S
132,400,2024-05-14 21:44:04,DELIVERED,W
133,8,2026-06-29 10:39:08,PLACED,N
134,425,2026-05-03 18:17:57,DELIVERED,E
135,494,2025-03-05 12:57:35,RETURNED,C
136,209,2024-01-08 05:25:07,DELIVERED,C
137,60,2025-04-02 02:30:11,RETURNED,C
138,227,2026-06-12 01:35:50,DELIVERED,S
139,235,2025-06-11 15:28:15,CANCELLED,N
140,35,2026-01-18 17:09:00,DELIVERED,S
141,212,2024-12-23 04:25:00,DELIVERED,N
142,48,2025-02-13 02:23:17,DELIVERED,E
143,92,2024-04-28 02:33:35,DELIVERED,C
144,383,2025-02-21 23:52:20,RETURNED,W
145,124,2024-11-06 04:06:29,SHIPPED,S
146,183,2025-01-22 21:19:13,PLACED,N
147,392,2026-02-04 07:52:38,RETURNED,W
148,253,2025-07-30 15:12:35,CANCELLED,C
149,392,2025-03-02 18:47:23,SHIPPED,S
150,270,2026-06-14 19:38:11,DELIVERED,C
151,202,2024-02-20 14:01:24,DELIVERED,W
152,236,2024-07-05 23:39:03,PLACED,S
153,167,2025-08-12 10:06:04,CANCELLED,S
154,138,2026-05-02 03:55:33,DELIVERED,E
155,108,2024-10-12 16:47:55,DELIVERED,E
156,93,2025-09-14 07:10:28,RETURNED,S
157,412,2024-06-04 03:24:49,DELIVERED,W
158,492,2024-10-31 13:45:59,DELIVERED,N
159,69,2024-10-01 08:23:47,CANCELLED,C
160,403,2026-04-09 12:18:49,SHIPPED,C
161,354,2024-03-15 02:43:54,SHIPPED,E
162,50,2026-01-10 06:40:38,DELIVERED,E
163,478,2025-07-13 17:12:10,DELIVERED,W
164,348,2024-07-07 08:03:40,SHIPPED,C
165,400,2026-04-16 10:25:59,DELIVERED,C
166,229,2026-01-27 07:05:02,DELIVERED,E
167,75,2025-12-21 09:55:50,DELIVERED,E
168,293,2025-10-17 06:27:30,RETURNED,N
169,161,2024-09-08 15:46:43,SHIPPED,E
170,228,2025-09-06 07:38:35,RETURNED,C
171,212,2026-03-20 05:53:24,CANCELLED,S
172,482,2024-12-30 11:32:08,DELIVERED,S
173,49,2024-09-16 00:00:00,CANCELLED,C
174,,2024-03-24 14:45:28,DELIVERED,N
175,80,2024-06-10 10:43:54,RETURNED,W
176,378,2025-04-25 14:10:26,DELIVERED,S
177,15,2026-03-29 00:00:00,DELIVERED,E
178,446,2026-01-09 16:20:07,SHIPPED,W
179,358,2024-07-28 21:26:55,DELIVERED,W
180,328,2026-05-26 02:51:56,DELIVERED,E
181,413,2026-01-18 05:16:34,DELIVERED,W
182,6,2025-02-07 00:00:00,CANCELLED,S
183,274,2025-06-18 00:00:00,RETURNED,W
184,,2025-04-10 10:17:23,SHIPPED,S
185,97,2024-01-12 05:06:21,DELIVERED,W
186,378,2025-01-23 04:48:09,CANCELLED,S
187,321,2025-02-12 12:36:55,DELIVERED,C
188,381,2025-02-26 07:51:58,SHIPPED,S
189,149,2024-04-16 08:31:16,DELIVERED,W
190,252,2025-02-26 17:53:44,PLACED,N
191,,2026-04-11 01:09:19,SHIPPED,S
192,120,2025-11-12 01:21:24,PLACED,S
193,403,2025-06-15 03:26:06,RETURNED,W
194,432,2024-02-19 07:14:44,PLACED,E
195,241,2025-09-01 14:32:39,CANCELLED,E
196,63,2025-08-15 18:14:12,DELIVERED,W
197,18,2025-11-19 02:46:51,DELIVERED,N
198,107,2026-03-20 13:28:28,DELIVERED,E
199,373,2025-05-16 00:00:00,RETURNED,C
200,327,2024-07-08 17:45:56,DELIVERED,N
201,121,2024-12-04 07:44:03,DELIVERED,S
202,203,2025-03-04 21:45:20,PLACED,N
203,244,2026-06-21 16:07:17,SHIPPED,N
204,47,2025-01-21 09:02:16,DELIVERED,N
205,79,2024-04-02 20:34:42,DELIVERED,S
206,286,2026-01-27 20:06:03,DELIVERED,W
207,,2024-10-26 18:16:04,DELIVERED,E
208,225,2024-03-02 08:14:22,DELIVERED,W
209,279,2024-10-21 19:21:21,DELIVERED,E
210,272,2026-05-11 10:00:56,SHIPPED,E
211,1,2026-04-21 08:32:00,DELIVERED,S
212,187,2024-01-30 01:55:36,SHIPPED,N
213,98,2026-04-17 05:45:19,DELIVERED,C
214,166,2024-08-27 10:26:21,DELIVERED,N
215,23,2026-03-23 18:19:47,PLACED,N
216,99,2024-11-09 22:03:08,DELIVERED,W
217,360,2026-01-31 01:09:18,PLACED,S
218,,2024-04-20 02:22:22,DELIVERED,N
219,32,2025-12-28 02:30:34,DELIVERED,W
220,30,2025-07-27 07:52:35,SHIPPED,N
221,40,2024-04-19 08:15:34,RETURNED,N
222,273,2024-06-06 05:56:45,SHIPPED,S
223,92,2026-06-04 12:10:18,DELIVERED,N
224,235,2026-06-14 15:51:04,DELIVERED,N
225,282,2024-09-16 03:06:07,DELIVERED,S
226,227,2026-04-09 09:15:08,RETURNED,C
227,212,2025-05-19 07:58:56,DELIVERED,E
228,110,2025-01-08 22:47:14,DELIVERED,E
229,230,2025-07-13 06:05:28,PLACED,N
230,266,2025-03-17 22:15:50,CANCELLED,N
231,110,2025-04-11 13:15:41,PLACED,E
232,293,2026-05-10 02:03:30,SHIPPED,N
233,71,2025-12-16 03:49:49,CANCELLED,S
234,154,2024-12-27 22:39:05,DELIVERED,S
235,406,2024-04-29 22:16:58,DELIVERED,C
236,154,2024-05-28 00:00:00,CANCELLED,W
237,472,2024-05-01 21:50:57,DELIVERED,W
238,62,2025-10-09 01:03:17,SHIPPED,C
239,324,2024-01-18 18:18:16,DELIVERED,N
240,77,2025-05-11 00:59:00,DELIVERED,S
241,202,2024-03-19 11:30:54,DELIVERED,C
242,222,2026-02-23 01:40:26,DELIVERED,S
243,293,2025-06-06 05:15:29,DELIVERED,E
244,223,2024-05-12 03:58:28,PLACED,S
245,250,2026-01-17 02:05:25,DELIVERED,C
246,37,2026-03-25 09:22:26,DELIVERED,C
247,212,2024-05-19 04:19:50,DELIVERED,E
248,13,2025-06-19 04:49:10,SHIPPED,E
249,226,2025-11-17 00:00:00,CANCELLED,S
250,373,2025-08-03 17:02:57,PLACED,N
251,475,2025-01-12 13:29:51,CANCELLED,E
252,412,2024-01-22 08:00:51,DELIVERED,N
253,276,2025-05-30 13:15:39,DELIVERED,E
254,374,2026-05-02 12:44:56,DELIVERED,N
255,340,2025-08-08 00:54:51,SHIPPED,N
256,357,2025-03-17 04:47:32,PLACED,N
257,139,2024-04-13 10:56:44,RETURNED,E
258,,2024-06-16 14:29:03,DELIVERED,S
259,364,2025-08-14 09:34:10,DELIVERED,C
260,102,2026-04-05 18:01:02,DELIVERED,N
261,272,2024-03-02 18:04:37,DELIVERED,S
262,181,2024-01-29 12:57:58,DELIVERED,C
263,321,2025-03-04 13:29:15,DELIVERED,N
264,116,2026-05-12 01:38:18,CANCELLED,S
265,267,2024-05-16 09:14:07,DELIVERED,S
266,79,2025-10-10 07:18:52,DELIVERED,C
267,68,2025-05-26 12:37:29,PLACED,C
268,159,2024-11-10 06:40:19,CANCELLED,S
269,500,2025-10-30 01:57:32,DELIVERED,C
270,286,2024-09-02 12:27:12,DELIVERED,S
271,75,2025-05-08 08:53:46,DELIVERED,W
272,382,2025-09-30 20:34:37,CANCELLED,E
273,55,2024-08-24 01:22:10,PLACED,C
274,314,2025-02-18 13:21:33,SHIPPED,N
275,400,2025-07-12 02:14:00,DELIVERED,C
276,192,2025-12-29 04:46:11,DELIVERED,W
277,116,2024-08-01 00:00:00,DELIVERED,N
278,114,2025-02-23 05:03:41,RETURNED,S
279,489,2024-04-12 17:44:27,CANCELLED,W
280,455,2025-05-19 16:59:12,DELIVERED,N
281,202,2025-08-13 21:22:36,DELIVERED,C
282,449,2026-04-12 21:28:14,PLACED,N
283,450,2025-12-02 00:00:00,RETURNED,C
284,377,2026-04-15 00:00:00,DELIVERED,N
285,204,2024-10-21 22:08:01,DELIVERED,E
286,151,2025-12-17 16:16:08,PLACED,C
287,331,2024-08-08 23:04:38,DELIVERED,N
288,481,2024-10-06 06:21:47,DELIVERED,W
289,13,2025-10-04 10:36:30,DELIVERED,S
290,166,2025-12-07 07:49:07,RETURNED,S
291,362,2024-07-10 22:03:44,DELIVERED,C
292,500,2025-08-19 15:48:54,RETURNED,W
293,394,2026-05-04 22:22:54,DELIVERED,S
294,92,2024-09-08 20:25:27,PLACED,E
295,493,2025-04-25 19:40:43,DELIVERED,N
296,2,2024-07-23 09:19:24,SHIPPED,W
297,279,2026-02-12 00:54:06,DELIVERED,W
298,338,2025-01-04 12:44:52,DELIVERED,N
299,281,2024-01-11 05:03:36,DELIVERED,S
300,29,2024-03-16 23:49:30,PLACED,N
301,153,2026-06-17 00:51:30,PLACED,N
302,83,2025-10-09 17:16:50,DELIVERED,C
303,91,2026-06-08 00:14:28,DELIVERED,E
304,154,2024-02-25 16:12:49,CANCELLED,N
305,34,2025-10-25 19:47:14,PLACED,E
306,269,2025-05-26 09:47:00,SHIPPED,N
307,323,2024-06-18 19:04:57,PLACED,C
308,435,2025-03-22 03:07:07,DELIVERED,C
309,315,2025-07-03 16:36:31,DELIVERED,W
310,453,2026-02-04 01:53:48,DELIVERED,S
311,239,2024-01-03 10:56:27,PLACED,S
312,171,2025-10-06 02:36:17,CANCELLED,S
313,354,2024-01-18 13:11:33,DELIVERED,E
314,166,2025-04-11 11:23:55,PLACED,E
315,292,2025-06-14 06:52:56,PLACED,S
316,174,2024-10-28 09:25:30,DELIVERED,W
317,247,2024-02-25 05:42:27,DELIVERED,C
318,417,2025-06-04 13:47:36,DELIVERED,C
319,348,2025-04-10 00:20:37,DELIVERED,S
320,410,2026-06-15 22:56:39,DELIVERED,N
321,16,2024-08-19 22:29:25,DELIVERED,C
322,200,2024-09-14 19:47:27,PLACED,E
323,140,2025-05-03 13:23:14,DELIVERED,S
324,487,2025-07-31 05:38:23,DELIVERED,S
325,20,2024-06-23 08:17:06,RETURNED,W
326,,2026-02-25 00:50:58,DELIVERED,S
327,376,2025-06-12 08:26:23,DELIVERED,E
328,51,2024-08-10 14:25:35,RETURNED,S
329,236,2024-11-14 17:55:47,CANCELLED,N
330,23,2024-01-07 09:13:37,DELIVERED,N
331,24,2025-06-01 17:56:33,DELIVERED,E
332,160,2024-02-04 22:07:29,SHIPPED,S
333,273,2024-10-26 02:37:18,DELIVERED,N
334,141,2025-02-27 13:17:08,RETURNED,C
335,278,2026-03-09 13:34:14,DELIVERED,S
336,88,2025-03-16 00:00:00,DELIVERED,E
337,67,2026-04-19 00:00:00,RETURNED,N
338,45,2024-06-13 13:14:30,SHIPPED,C
339,354,2026-07-09 19:33:13,DELIVERED,E
340,366,2025-05-31 06:14:18,CANCELLED,N
341,48,2025-12-24 10:22:53,RETURNED,W
342,351,2024-05-31 02:13:38,DELIVERED,W
343,74,2024-12-25 22:11:10,DELIVERED,E
344,470,2025-09-01 01:41:13,DELIVERED,E
345,34,2025-12-05 03:37:03,DELIVERED,W
346,179,2024-09-22 07:56:35,PLACED,N
347,408,2025-09-22 05:04:10,DELIVERED,N
348,206,2025-04-14 07:46:48,SHIPPED,S
349,247,2026-05-01 05:01:12,DELIVERED,C
350,223,2025-10-31 18:22:51,DELIVERED,S
351,40,2024-09-25 21:05:36,DELIVERED,W
352,238,2024-06-26 14:15:54,PLACED,W
353,208,2024-09-30 00:00:00,PLACED,C
354,331,2025-08-11 14:49:35,PLACED,S
355,326,2026-06-21 04:35:46,DELIVERED,S
356,200,2025-12-04 16:06:37,DELIVERED,S
357,407,2025-05-06 19:37:06,DELIVERED,W
358,299,2025-06-18 00:00:00,RETURNED,W
359,32,2024-07-17 03:37:15,DELIVERED,N
360,421,2024-01-02 07:26:27,PLACED,E
361,360,2024-02-18 10:39:05,DELIVERED,W
362,280,2025-09-22 17:59:40,SHIPPED,S
363,432,2024-10-19 09:36:18,CANCELLED,S
364,344,2025-03-24 02:58:24,PLACED,N
365,250,2024-08-11 16:33:20,RETURNED,S
366,413,2024-05-11 12:28:55,DELIVERED,C
367,233,2025-10-23 07:24:06,DELIVERED,W
368,96,2025-08-20 15:12:15,PLACED,W
369,138,2025-01-02 18:40:42,DELIVERED,E
370,291,2024-02-21 23:32:56,DELIVERED,C
371,41,2026-01-18 00:50:52,DELIVERED,E
372,268,2025-12-23 06:04:57,PLACED,W
373,277,2024-05-01 07:06:17,DELIVERED,N
374,6,2025-06-17 16:19:46,DELIVERED,W
375,216,2026-06-10 14:58:38,RETURNED,E
376,356,2025-03-25 06:28:20,DELIVERED,C
377,243,2025-02-08 14:01:26,DELIVERED,E
378,43,2024-02-12 09:44:47,PLACED,E
379,144,2025-01-26 13:08:29,SHIPPED,N
380,379,2024-09-28 06:04:33,DELIVERED,S
381,121,2025-02-09 20:12:08,DELIVERED,N
382,496,2025-06-16 14:17:58,RETURNED,S
383,212,2026-02-09 10:17:30,SHIPPED,W
384,376,2024-09-16 20:46:19,PLACED,E
385,238,2024-06-29 04:35:00,DELIVERED,C
386,362,2024-12-28 23:31:30,SHIPPED,C
387,,2025-11-06 08:04:14,DELIVERED,E
388,22,2026-04-03 17:16:49,DELIVERED,E
389,334,2025-11-01 18:08:39,DELIVERED,E
390,300,2024-06-01 16:01:27,DELIVERED,S
391,267,2026-07-03 13:13:56,DELIVERED,S
392,345,2025-05-01 00:00:00,PLACED,W
393,351,2024-05-31 18:28:25,SHIPPED,E
394,13,2025-01-26 07:22:03,PLACED,C
395,327,2024-12-02 19:48:40,RETURNED,N
396,392,2024-07-20 19:17:36,DELIVERED,S
397,130,2024-06-21 04:36:15,DELIVERED,N
398,142,2025-12-05 09:36:31,DELIVERED,E
399,38,2025-02-03 18:12:13,PLACED,W
400,133,2025-05-31 18:16:02,SHIPPED,W
401,476,2024-04-17 19:21:46,DELIVERED,W
402,394,2024-06-17 10:34:51,DELIVERED,N
403,53,2025-11-16 00:00:00,PLACED,E
404,,2025-11-23 15:41:16,DELIVERED,N
405,137,2024-02-28 18:36:52,DELIVERED,W
406,,2026-06-11 16:08:29,DELIVERED,W
407,373,2025-11-08 09:24:29,DELIVERED,C
408,,2024-12-16 20:10:50,CANCELLED,W
409,479,2024-07-07 06:47:58,DELIVERED,E
410,491,2025-09-14 08:00:08,DELIVERED,E
411,390,2024-05-04 23:38:46,DELIVERED,S
412,,2026-05-11 08:20:38,SHIPPED,W
413,184,2024-06-14 20:36:00,CANCELLED,W
414,99,2024-10-21 00:00:00,RETURNED,S
415,406,2026-01-29 23:54:41,DELIVERED,C
416,9,2025-11-28 00:00:00,PLACED,N
417,414,2025-09-21 22:25:43,DELIVERED,C
418,120,2024-08-19 09:23:37,PLACED,S
419,242,2026-01-29 11:18:57,DELIVERED,S
420,,2024-07-21 18:47:58,RETURNED,N
421,428,2025-12-09 15:47:39,CANCELLED,N
422,410,2024-06-26 08:55:37,PLACED,S
423,428,2025-10-24 02:18:54,DELIVERED,E
424,295,2024-07-06 15:50:28,DELIVERED,S
425,172,2024-03-11 00:00:00,SHIPPED,W
426,284,2024-09-18 01:23:23,SHIPPED,C
427,406,2024-03-04 05:21:53,DELIVERED,S
428,42,2024-01-25 00:00:00,SHIPPED,N
429,214,2026-07-11 07:52:41,DELIVERED,W
430,328,2024-07-16 02:53:32,DELIVERED,S
431,20,2024-09-28 03:39:21,DELIVERED,C
432,401,2024-05-16 17:40:04,DELIVERED,C
433,272,2025-01-01 01:15:32,DELIVERED,C
434,395,2026-02-27 10:29:27,SHIPPED,N
435,77,2024-10-27 22:22:03,RETURNED,W
436,344,2026-02-11 20:41:51,PLACED,E
437,129,2025-03-18 19:58:32,CANCELLED,W
438,27,2024-03-08 06:59:34,SHIPPED,N
439,37,2026-01-23 12:23:58,DELIVERED,C
440,102,2026-06-19 15:05:08,CANCELLED,S
441,51,2024-06-20 02:03:03,DELIVERED,S
442,38,2025-08-06 08:51:43,DELIVERED,W
443,313,2024-08-13 03:48:08,DELIVERED,S
444,324,2025-12-12 01:47:28,SHIPPED,E
445,,2024-07-16 14:47:54,SHIPPED,N
446,88,2025-12-24 04:22:35,SHIPPED,E
447,327,2024-08-31 13:29:05,RETURNED,C
448,45,2026-05-08 16:13:25,DELIVERED,S
449,237,2026-07-07 23:44:00,DELIVERED,S
450,297,2025-01-19 23:49:33,RETURNED,S
451,214,2026-06-10 05:06:55,PLACED,W
452,,2026-02-22 06:32:50,DELIVERED,N
453,43,2025-12-03 20:14:12,PLACED,W
454,152,2024-12-04 15:52:15,RETURNED,N
455,83,2026-01-15 07:36:17,CANCELLED,C
456,238,2024-02-07 22:12:00,CANCELLED,W
457,190,2024-10-14 07:16:36,DELIVERED,N
458,354,2024-04-19 19:50:04,PLACED,W
459,314,2025-02-23 02:28:37,DELIVERED,N
460,29,2025-06-05 11:36:16,RETURNED,E
461,188,2024-03-21 02:23:32,PLACED,E
462,361,2024-09-29 00:00:00,DELIVERED,S
463,123,2024-08-03 00:08:32,DELIVERED,C
464,390,2024-11-21 21:41:10,DELIVERED,E
465,142,2026-02-21 00:00:00,DELIVERED,W
466,425,2026-01-25 07:51:10,DELIVERED,C
467,189,2025-03-30 00:24:17,RETURNED,N
468,235,2024-10-19 14:19:49,DELIVERED,S
469,40,2025-03-23 23:18:46,SHIPPED,S
470,105,2026-02-10 00:28:35,DELIVERED,E
471,278,2025-10-09 01:36:43,DELIVERED,W
472,11,2025-11-20 12:18:07,PLACED,S
473,211,2026-03-18 04:51:20,DELIVERED,E
474,357,2026-01-25 04:55:32,DELIVERED,W
475,460,2025-04-17 09:00:40,SHIPPED,E
476,498,2024-12-18 07:02:36,CANCELLED,S
477,490,2025-07-02 13:18:04,RETURNED,C
478,90,2025-03-19 02:45:48,DELIVERED,S
479,22,2024-09-07 12:00:41,DELIVERED,W
480,106,2025-02-08 12:41:02,PLACED,E
481,230,2025-06-18 03:32:45,SHIPPED,E
482,208,2024-07-07 17:28:34,DELIVERED,W
483,497,2025-05-12 10:35:23,RETURNED,E
484,149,2025-04-04 03:09:31,DELIVERED,C
485,374,2024-08-16 11:40:09,DELIVERED,N
486,72,2026-01-14 01:42:52,PLACED,N
487,113,2025-09-15 21:50:55,PLACED,N
488,114,2024-10-30 03:42:35,DELIVERED,S
489,435,2024-02-05 00:40:28,DELIVERED,N
490,252,2026-03-06 00:49:18,DELIVERED,N
491,367,2025-07-14 21:28:26,DELIVERED,E
492,180,2024-01-19 22:30:20,DELIVERED,C
493,455,2024-05-16 01:54:49,RETURNED,W
494,373,2025-03-24 09:03:22,DELIVERED,W
495,307,2024-08-04 19:27:37,SHIPPED,W
496,34,2026-03-27 00:38:32,DELIVERED,W
497,,2024-05-17 09:35:27,SHIPPED,S
498,291,2026-05-13 10:14:31,PLACED,S
499,252,2025-08-16 00:00:00,CANCELLED,C
500,379,2025-04-17 02:44:57,PLACED,N
