item_id,order_id,product_id,quantity,unit_price,discount_percent
379,69,472,3,514.41,0
380,437,283,2,174.14,5
381,493,357,1,191.51,20
382,340,298,2,161.13,15
383,7,292,2,676.91,0
384,154,241,1,401.89,0
385,310,385,4,214.97,25
386,471,293,4,297.65,10
387,487,65,1,679.06,0
388,310,431,4,322.95,20
389,412,191,1,286.3,15
390,15,123,1,330.05,0
391,283,104,3,744.77,0
392,24,25,1,568.77,10
393,162,385,2,257.52,0
394,258,52,1,349.11,20
395,20,149,1,184.97,0
396,111,414,2,855.45,30
397,334,268,2,102.11,15
398,21,457,2,283.73,0
399,255,50,3,527.62,0
400,87,479,5,241.78,0
401,236,133,4,581.26,0
402,250,21,4,316.36,0
403,320,488,4,339.72,10
404,22,318,2,634.64,30
405,149,193,1,414.69,25
406,240,329,1,394.24,0
407,394,222,3,39.3,25
408,59,143,4,62.99,5
409,308,397,3,753.2,25
410,12,488,3,461.94,0
411,42,153,4,1060.46,10
412,459,462,3,791.22,15
413,275,353,4,498.17,20
414,458,306,5,64.33,15
415,376,381,1,164.87,25
416,163,59,3,248.6,0
417,439,65,5,634.71,5
418,357,280,2,284.53,5
419,8,190,-3,697.38,30
420,256,333,3,1215.45,30
421,172,59,3,268.07,0
422,433,338,3,970.86,0
423,54,46,4,431.82,30
424,298,413,4,260.81,25
425,439,241,4,564.21,20
426,115,260,3,115.96,20
428,172,88,2,1169.33,20
429,425,27,2,93.39,20
430,463,163,1,616.1,0
431,402,201,3,835.26,0
432,48,14,5,637.14,30
433,196,13,4,96.63,15
434,114,153,4,659.17,0
435,322,12,1,89.46,0
436,459,93,3,276.77,5
437,12,212,1,530.13,20
438,466,231,1,733.3,0
439,178,248,1,610.58,10
440,16,275,2,470.23,15
441,168,71,2,380.51,25
442,363,283,4,144.74,20
443,102,352,4,96.87,10
444,370,250,5,371.64,15
445,220,103,1,458.5,0
446,210,151,5,380.53,0
447,220,405,2,479.65,15
448,5,164,2,517.14,15
449,198,146,1,379.32,0
450,350,388,2,131.76,25
451,216,62,3,497.05,5
452,330,402,4,838.23,20
453,271,21,-4,309.94,0
454,155,141,1,739.45,15
455,153,357,1,224.46,0
456,6,72,4,17.7,0
457,189,418,1,961.82,0
458,39,136,4,346.01,0
459,62,65,5,506.34,20
460,268,271,4,350.84,15
461,48,136,3,466.71,5
462,106,356,1,260.96,5
463,250,54,5,49.36,15
464,233,336,2,280.32,15
465,318,263,1,380.09,0
466,296,332,1,655.2,5
467,137,15,3,47.24,30
468,78,204,1,284.19,15
469,375,476,4,12.32,10
470,222,56,1,754.87,0
471,123,34,5,382.31,20
472,376,422,2,472.64,5
473,306,148,5,610.41,25
474,353,123,2,299.38,25
475,243,220,3,299.02,0
476,305,181,4,797.74,25
477,291,349,5,1002.3,0
478,412,377,3,752.41,10
479,235,7,3,860.08,25
480,373,328,2,338.08,0
481,296,380,2,700.31,5
482,56,495,5,235.28,25
483,90,136,3,506.53,20
484,98,22,5,394.64,25
485,178,148,-2,380.65,25
486,149,320,4,924.99,10
487,145,423,3,904.69,15
489,139,74,5,822.05,10
490,182,128,4,212.19,0
491,306,160,3,299.17,0
492,70,214,1,448.45,25
493,449,427,4,249.87,30
494,240,182,4,807.71,30
495,46,387,2,224.73,15
496,290,450,4,373.23,0
497,266,236,3,810.63,0
498,149,290,1,145.94,30
499,105,265,4,94.08,0
500,480,4,2,81.42,0
501,267,50,1,357.37,25
502,154,208,2,747.37,30
503,225,440,2,848.23,0
504,124,88,2,891.23,10
505,302,253,4,478.1,0
506,76,15,4,40.73,10
507,337,318,3,456.67,25
508,5,82,5,166.79,30
509,336,78,3,344.98,0
510,156,473,4,545.44,25
511,363,475,3,883.58,15
512,300,317,1,299.17,0
513,256,479,2,317.9,5
514,373,457,1,226.72,10
515,38,227,1,104.14,15
516,69,327,3,579.67,10
517,223,417,1,716.74,0
518,458,3,5,573.46,15
519,467,373,2,826.48,25
520,461,287,4,353.65,20
521,66,401,4,316.23,30
522,482,149,3,314.79,0
523,295,124,5,363.78,0
524,299,242,1,718.46,20
525,392,31,3,89.87,0
526,486,289,1,204.87,0
527,314,476,2,9.19,0
528,116,333,2,805.19,0
529,101,274,1,138.62,0
530,65,221,1,697.95,15
531,471,30,1,539.46,30
532,8,448,1,861.83,25
533,180,309,3,949.33,20
534,40,40,4,177.86,15
535,228,366,5,622.08,5
536,358,278,4,401.98,25
537,71,431,5,613.11,15
538,19,121,4,758.55,0
539,143,302,1,20.1,20
540,197,228,2,289.77,30
541,278,391,-5,651.89,15
542,415,386,3,934.15,20
543,476,377,5,1001.5,10
544,238,218,5,963.25,20
545,122,68,3,173.34,5
546,293,203,3,96.56,0
547,165,429,4,370.88,0
548,246,327,1,684.44,0
549,161,489,3,307.76,25
550,76,447,1,651.99,0
551,297,163,1,412.78,10
552,433,440,1,950.82,15
553,58,262,5,459.81,20
554,145,74,3,406.0,20
555,483,499,3,66.69,0
556,312,109,5,273.61,15
557,299,17,1,423.3,5
558,323,281,1,677.84,30
559,338,269,2,267.81,10
560,410,394,3,976.97,0
561,491,451,5,865.97,15
562,230,403,2,91.55,5
563,300,341,3,313.91,0
564,76,295,2,609.69,25
565,135,392,1,706.2,0
566,86,38,4,625.4,15
567,124,365,3,257.52,0
568,379,472,4,636.28,20
569,69,376,5,444.49,0
570,333,233,5,202.79,10
571,153,253,5,468.38,20
572,388,92,2,1105.29,10
573,51,178,3,666.86,5
574,470,133,2,582.07,0
575,261,387,1,230.7,30
576,251,427,3,320.69,20
577,426,233,1,189.65,20
578,71,143,3,75.66,5
579,260,172,5,565.1,0
580,474,20,5,503.96,30
581,19,486,-2,266.51,20
582,101,136,2,384.91,10
583,46,487,0,614.73,0
584,364,92,5,566.54,5
585,337,489,2,343.94,25
586,307,183,2,662.83,10
587,127,340,3,676.78,15
588,397,452,4,107.01,5
589,111,456,5,788.68,10
590,415,227,1,83.26,5
591,158,230,2,46.99,0
592,169,67,-1,205.66,20
593,468,181,1,712.3,15
594,430,275,3,655.37,15
595,376,128,1,227.89,30
596,249,22,2,283.66,5
597,417,402,3,612.91,0
598,391,376,-5,537.66,0
599,201,100,3,221.75,0
600,52,136,4,522.81,0
601,143,248,5,384.4,0
602,488,191,4,307.47,0
603,190,245,3,414.24,0
604,443,483,2,670.32,25
605,390,120,4,546.35,15
606,353,290,3,158.13,30
607,161,492,4,921.06,0
608,40,193,-5,402.83,0
609,498,59,2,139.46,30
610,281,215,4,716.02,10
611,191,289,5,176.39,15
612,237,108,2,583.33,25
613,77,241,3,298.16,5
614,170,49,2,442.51,30
615,8,476,4,10.21,10
616,479,131,2,957.89,0
617,92,135,5,906.5,20
618,304,310,5,50.31,25
620,459,497,4,14.34,25
621,61,124,4,303.77,15
622,272,41,2,749.92,10
623,287,227,1,87.26,20
624,444,188,3,858.14,5
625,472,481,1,720.9,15
627,141,329,3,379.0,0
628,442,368,4,794.29,25
629,280,414,5,547.52,0
630,436,68,1,95.24,0
631,143,437,1,384.2,15
632,301,370,4,1203.62,0
633,257,76,4,268.22,5
634,326,383,3,649.83,15
635,429,357,1,118.78,0
636,163,303,-2,956.14,0
637,42,450,2,505.45,0
638,147,92,4,707.99,5
639,152,133,4,493.4,15
640,231,425,1,111.1,20
641,360,223,3,360.05,30
642,138,47,2,513.61,0
643,324,96,3,689.26,20
644,166,360,1,370.86,25
645,52,96,4,905.14,0
646,304,295,4,695.85,10
647,248,348,2,482.36,30
648,138,489,2,467.84,10
649,483,269,2,208.09,15
650,47,159,3,808.84,0
651,103,453,2,458.56,5
652,79,351,1,390.71,15
653,202,358,4,333.31,5
654,66,163,3,721.22,20
655,178,251,1,589.92,0
656,175,257,4,47.56,5
657,109,155,2,616.94,10
658,247,18,2,470.65,30
659,43,178,4,888.4,0
660,260,197,-4,798.94,20
661,133,380,4,673.62,25
662,498,187,4,382.24,20
663,4,173,3,852.5,25
664,21,63,1,70.59,15
665,152,393,2,435.91,20
666,326,19,1,240.54,20
667,49,65,4,672.4,15
668,125,471,5,319.16,0
669,76,312,1,436.23,0
670,155,217,3,139.91,0
671,60,407,3,90.11,30
672,410,26,4,842.11,0
673,310,205,3,302.74,5
674,67,141,3,709.56,5
675,33,314,4,30.74,15
676,286,7,4,621.93,25
677,345,200,5,17.02,25
678,107,383,3,702.38,25
679,320,300,4,405.69,0
680,381,252,5,289.19,0
681,57,293,4,253.26,15
682,307,143,1,56.81,15
683,116,440,3,711.87,25
684,205,148,4,341.29,0
685,499,215,5,721.92,30
686,375,210,2,1171.96,25
687,12,381,4,143.76,5
688,189,371,2,379.56,10
689,296,237,4,728.34,0
690,57,412,2,665.84,0
691,347,209,4,1102.85,20
692,276,62,5,777.9,25
693,150,416,1,734.75,30
694,404,64,5,55.26,0
695,337,174,4,72.94,0
696,235,461,3,144.98,25
697,133,291,2,74.64,10
698,289,186,2,803.02,10
699,151,80,2,347.37,20
700,436,109,1,238.08,30
701,208,245,3,429.66,30
702,444,475,5,870.15,25
703,485,34,2,332.45,0
704,236,292,5,708.41,5
705,321,51,3,878.99,30
706,41,497,5,25.3,10
707,480,334,4,1067.18,10
708,98,376,2,704.49,0
709,390,298,1,226.36,0
710,43,244,2,375.6,10
711,441,464,2,227.3,25
712,209,308,3,568.53,30
713,136,445,5,644.1,25
714,94,250,5,254.67,0
715,345,156,3,368.15,30
716,56,391,3,592.39,30
717,475,313,3,554.2,20
718,313,340,4,542.36,20
719,478,135,3,850.6,10
720,382,162,4,300.32,0
721,496,210,4,800.74,0
722,339,367,1,589.46,20
723,103,409,3,655.88,5
724,483,370,1,977.15,20
725,250,128,4,147.17,0
726,190,225,2,562.29,0
727,212,423,3,641.36,30
728,294,280,5,282.59,0
729,446,403,3,110.68,25
730,165,240,2,460.17,10
731,12,72,4,17.94,0
732,263,192,1,340.37,15
733,295,171,5,543.53,30
734,409,263,4,597.22,5
735,221,419,2,770.91,0
736,233,271,4,513.83,20
738,273,235,5,906.23,0
739,158,93,1,278.99,30
740,446,162,2,405.05,20
741,471,112,-4,185.27,0
742,228,445,4,737.82,25
743,195,303,2,1072.05,30
744,62,482,3,180.41,5
745,185,245,4,328.43,20
746,440,52,1,312.98,10
747,334,330,1,784.71,10
748,24,73,1,676.52,0
749,20,32,3,492.86,20
750,90,480,2,562.63,0
751,105,157,3,562.48,0
752,456,241,4,288.27,20
753,87,81,2,232.04,0
754,213,439,5,71.1,0
755,463,132,3,157.48,0
756,437,293,2,233.82,0
757,49,368,1,569.51,10
758,169,364,5,625.61,10
759,217,192,1,574.1,20
760,94,8,2,542.58,15
761,440,177,5,715.06,5
762,226,61,5,920.18,15
763,175,414,4,957.02,15
764,401,188,-5,651.21,0
765,425,57,2,352.37,10
766,482,43,2,718.24,30
767,114,398,3,549.26,0
768,25,410,5,256.19,0
769,325,440,2,826.78,20
770,492,497,5,27.52,25
771,481,154,5,118.92,5
772,492,35,2,526.82,0
773,487,125,4,11.09,5
774,116,494,4,1013.88,0
775,142,390,5,221.55,0
776,119,339,5,247.09,25
777,387,467,1,447.47,10
778,300,87,4,1117.0,5
779,375,309,2,1132.51,25
780,216,30,3,725.23,10
781,169,215,3,860.89,0
782,300,254,3,204.74,25
783,193,311,4,136.7,0
784,489,51,2,702.54,20
785,21,178,4,866.88,30
786,413,322,1,624.1,0
787,51,150,4,1017.06,10
788,181,499,1,103.49,10
789,286,395,4,930.4,0
790,171,181,2,648.89,10
791,328,208,2,656.64,5
792,180,173,2,787.67,15
793,159,466,3,188.21,30
794,39,102,4,653.55,0
795,204,69,3,188.77,0
796,423,21,3,287.45,5
797,126,449,2,285.81,10
798,314,248,5,560.61,5
799,298,205,4,256.08,15
800,190,187,3,673.48,0
801,441,424,5,196.26,0
802,260,363,5,332.34,15
803,284,421,5,1134.92,25
804,224,34,5,492.92,0
805,362,76,3,160.22,0
806,361,392,2,891.71,10
807,170,120,4,830.61,30
808,442,4,3,89.2,0
809,374,83,5,250.34,0
810,476,254,1,295.49,20
811,243,71,3,589.45,20
812,95,134,1,219.57,0
813,311,32,3,618.01,0
814,3,168,-5,717.58,15
815,97,326,2,570.19,0
816,308,192,2,542.5,25
817,276,455,3,938.83,0
818,266,86,5,805.74,15
819,281,426,1,231.52,0
820,123,492,4,1017.88,0
821,416,432,5,1160.88,30
822,467,270,5,322.65,30
823,70,230,4,59.46,20
824,54,165,3,768.98,10
825,271,426,3,170.25,30
826,25,274,4,86.1,30
827,448,223,2,471.08,0
828,487,96,1,894.89,25
829,8,24,1,1096.69,0
830,469,426,4,221.27,15
831,80,73,3,581.5,20
832,462,321,3,204.96,0
833,143,432,4,1155.44,0
834,357,393,2,343.32,0
835,251,35,3,593.4,20
836,439,292,4,457.12,5
837,255,103,4,323.11,0
838,95,43,2,640.78,15
839,306,394,2,495.61,15
840,79,175,2,615.48,5
841,195,79,2,636.28,5
842,13,447,5,576.92,30
843,163,30,5,480.56,0
844,20,74,1,781.61,0
845,62,439,5,44.8,0
846,480,293,5,327.5,5
847,177,326,2,508.92,15
848,375,90,3,665.95,15
849,154,74,5,413.65,20
850,107,483,4,630.46,25
851,173,167,5,86.3,5
852,486,448,3,866.8,30
853,192,330,4,556.86,25
854,397,446,2,870.6,0
855,222,93,-2,508.47,20
856,382,349,4,778.61,5
857,126,445,4,735.4,30
858,347,50,1,522.19,0
859,477,462,2,749.17,0
860,299,464,2,384.77,0
861,451,78,5,293.94,30
862,144,354,1,956.71,0
863,21,70,4,381.35,0
864,186,477,4,311.11,25
865,454,174,1,130.87,10
866,57,479,3,340.05,0
867,254,9,2,375.92,10
868,267,463,2,892.64,5
869,222,173,4,438.96,15
870,475,320,3,583.11,25
871,345,139,5,429.86,20
872,483,178,4,906.65,0
873,44,413,5,433.71,0
874,55,125,2,8.42,5
875,5,371,5,197.73,25
876,341,55,2,865.07,0
877,47,2,2,316.24,0
878,99,244,4,583.49,0
879,304,443,5,1038.45,0
880,450,278,1,422.26,0
881,388,117,5,423.25,20
882,219,129,5,1013.7,10
883,32,33,1,905.56,20
884,367,229,1,64.82,15
885,492,34,3,392.05,25
886,251,161,2,532.59,0
887,451,237,4,657.3,25
888,385,198,-2,381.09,15
889,77,205,2,212.88,0
890,242,77,4,248.78,10
891,143,117,4,433.98,0
892,181,493,4,77.06,0
893,412,111,-3,605.82,0
894,317,220,5,365.05,15
895,190,290,4,196.75,5
896,120,466,4,236.38,30
897,358,100,5,230.65,5
898,417,420,1,480.74,0
899,165,42,3,583.66,20
900,142,365,1,225.7,5
901,423,318,3,469.38,25
902,275,103,5,537.57,10
903,100,269,4,319.48,0
904,152,13,4,55.23,25
905,229,321,4,216.98,0
906,102,362,5,799.52,0
907,283,245,4,360.08,20
908,168,314,3,44.66,0
909,368,366,1,535.38,0
910,121,48,3,882.54,15
911,280,32,4,469.66,30
912,230,82,3,135.21,0
913,27,330,1,799.52,5
914,71,257,4,33.84,10
915,357,213,5,544.08,5
917,382,319,5,373.48,5
918,101,168,3,999.15,25
919,263,395,1,692.0,0
920,103,389,2,316.74,10
921,321,118,3,356.54,0
922,93,441,4,203.87,25
923,85,472,3,704.35,5
924,1,437,1,328.15,0
925,291,493,2,81.06,20
926,144,214,1,478.61,10
927,478,455,1,951.43,0
928,90,8,4,527.13,30
929,289,246,2,317.19,20
930,426,239,5,106.62,0
931,364,145,3,347.44,10
932,354,230,1,61.11,20
933,406,119,3,962.72,15
934,84,192,5,573.16,15
935,90,298,3,214.15,0
936,254,346,4,383.16,10
937,184,331,2,596.82,15
938,321,75,2,176.87,0
939,423,355,1,399.98,30
940,3,131,2,1198.88,15
941,429,409,5,747.14,20
942,209,353,4,488.74,5
943,497,259,1,829.04,10
944,423,108,2,459.65,0
945,424,398,4,937.19,20
946,6,358,3,446.33,20
947,326,315,1,266.45,15
948,441,409,1,753.15,15
949,14,195,1,101.7,30
950,426,367,4,777.14,5
951,166,159,4,695.6,20
952,304,442,-5,905.7,25
953,141,357,5,175.16,0
954,265,252,2,165.85,15
955,496,429,2,312.27,0
956,94,115,4,500.58,25
957,60,52,5,266.38,25
958,221,11,3,396.27,0
959,224,286,1,853.41,15
960,125,465,1,152.31,0
961,280,192,2,536.48,0
962,76,154,1,136.03,30
963,341,137,-2,107.75,15
964,411,110,4,524.39,0
965,278,440,2,926.39,0
966,263,38,4,882.43,15
967,209,31,3,141.73,0
968,192,201,2,649.3,0
969,261,456,2,591.09,30
970,222,308,1,454.32,0
971,143,202,3,139.14,30
972,438,486,5,238.35,0
973,251,500,1,380.17,10
974,305,263,3,388.47,5
975,423,172,3,678.93,5
976,72,411,3,303.59,30
977,298,267,3,414.56,5
978,173,94,3,171.92,25
979,236,276,1,689.04,20
980,2,35,4,596.38,30
981,291,216,4,107.8,25
982,199,161,3,377.97,0
983,56,281,1,596.55,20
984,291,31,5,78.92,10
985,317,310,5,62.6,5
986,163,391,4,586.27,0
987,380,315,4,334.15,5
988,236,313,2,532.36,0
989,297,441,2,246.98,0
990,77,379,4,1014.88,10
991,224,405,1,777.75,20
992,191,74,4,696.77,20
993,208,141,2,698.66,25
994,289,125,1,13.23,15
995,224,371,4,288.92,5
996,134,246,5,347.69,30
997,196,187,2,358.72,30
998,478,131,4,888.18,0
999,267,35,1,619.39,0
1000,217,459,-2,163.2,0
1001,419,401,4,241.91,15
